"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89"
1,0.078342403747824,0,0.0476199206365212,0.0823790970344355,0.274166873716867,0.0384622300306098,0.0476199206365212,0.351665478053376,0.0322586368373393,0.0470411711002957,0.206873557102869,0,0.284037401363075,0,0.517415250935496,0.0322586368373393,0.0280132767810044,0.0322586368373393,0.0476199206365212,0.372579865945962,0.444229946263574,0.115768709113422,0.238224860376036,0,0.0384622300306098,0.0384622300306098,0.444229946263574,0.351665478053376,0.351665478053376,0,0.238224860376036,0.323546929785103,0.351665478053376,0.238224860376036,0.0476199206365212,0.0384622300306098,0.206873557102869,0.238224860376036,0.238224860376036,0.0322586368373393,0,0.0384622300306098,0.0384622300306098,0.0476199206365212,0.284037401363075,0.372579865945962,0.0384622300306098,0.284037401363075,0.549999174998487,0,0.0384622300306098,0.284037401363075,0.238224860376036,0.0476199206365212,0,0.144176356477088,0.274166873716867,0,0.0384622300306098,0.284037401363075,0.238224860376036,0.0280132767810044,0.238224860376036,0.0426446968793531,0.0823790970344355,0.0384622300306098,0,0.549999174998487,0,0.206873557102869,0.0322586368373393,0.171902619932726,0.0280132767810044,0.549999174998487,0.372579865945962,0.0476199206365212,0.0613432731147329,0.28975796754489,0.0476199206365212,0,0.206873557102869,0,0.0476199206365212,0.238224860376036,0.0322586368373393,0.206873557102869,0,0
0.078342403747824,1,0,0.041172338956928,0.074963219752206,0.132409048462471,0.0322586368373393,0.041172338956928,0.0999899660382537,0.0262176875118606,0.0419459661208335,0.053628690703256,0,0.078342403747824,0,0.260731216522262,0.0262176875118606,0.0220824020542819,0.0262176875118606,0.041172338956928,0.0636715268145186,0.078342403747824,0.107359912685637,0.0636715268145186,0,0.0322586368373393,0.0322586368373393,0.078342403747824,0.0999899660382537,0.0999899660382537,0,0.0636715268145186,0.053628690703256,0.0999899660382537,0.0636715268145186,0.041172338956928,0.0322586368373393,0.053628690703256,0.0636715268145186,0.0636715268145186,0.0262176875118606,0,0.0322586368373393,0.0322586368373393,0.041172338956928,0.078342403747824,0.0636715268145186,0.0322586368373393,0.078342403747824,0.0999899660382537,0,0.0322586368373393,0.078342403747824,0.0636715268145186,0.041172338956928,0,0.0636715268145186,0.132409048462471,0,0.0322586368373393,0.078342403747824,0.0636715268145186,0.0220824020542819,0.0636715268145186,0.0369229761637103,0.074963219752206,0.0322586368373393,0,0.0999899660382537,0,0.053628690703256,0.0262176875118606,0.078342403747824,0.0220824020542819,0.0999899660382537,0.0636715268145186,0.041172338956928,0.0545213728963117,0.0467066854134993,0.041172338956928,0,0.053628690703256,0,0.041172338956928,0.0636715268145186,0.0262176875118606,0.053628690703256,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0476199206365212,0.041172338956928,0,1,0.226732089065557,0.0714299464323527,0.115648378688694,0.0571439257166366,0.0571439257166366,0.0999899660382537,0.132392281936114,0.0367619429090039,0,0.0476199206365212,0,0.128249502550101,0.0999899660382537,0.0892790042075809,0.0999899660382537,0.138778105311832,0.041172338956928,0.0476199206365212,0.311463077621673,0.041172338956928,0,0.115648378688694,0.115648378688694,0.0476199206365212,0.0571439257166366,0.0571439257166366,0,0.041172338956928,0.0367619429090039,0.0571439257166366,0.041172338956928,0.0571439257166366,0.0476199206365212,0.0367619429090039,0.041172338956928,0.041172338956928,0.0999899660382537,0,0.115648378688694,0.115648378688694,0.138778105311832,0.0476199206365212,0.041172338956928,0.115648378688694,0.0476199206365212,0.0571439257166366,0,0.115648378688694,0.0476199206365212,0.041172338956928,0.0571439257166366,0,0.041172338956928,0.0714299464323527,0,0.0476199206365212,0.0476199206365212,0.041172338956928,0.0892790042075809,0.041172338956928,0.12401972550795,0.0933602719681705,0.212831890191799,0,0.0571439257166366,0,0.0367619429090039,0.0999899660382537,0.0476199206365212,0.0892790042075809,0.0571439257166366,0.041172338956928,0.138778105311832,0.0714299464323527,0.0337236205744276,0.0571439257166366,0,0.0367619429090039,0,0.138778105311832,0.041172338956928,0.0999899660382537,0.0367619429090039,0,0
0.0823790970344355,0.074963219752206,0,0.226732089065557,1,0.109892388006257,0.608356422123105,0.0933602719681705,0.0933602719681705,0.335039696443533,0.200036727313821,0.0698989009481177,0,0.0823790970344355,0,0.176370950666949,0.182053533683929,0.516192175223271,0.182053533683929,0.689450638178939,0.074963219752206,0.0823790970344355,0.788270167266568,0.074963219752206,0,0.200063521369343,0.200063521369343,0.0823790970344355,0.0933602719681705,0.0933602719681705,0,0.074963219752206,0.0698989009481177,0.0933602719681705,0.074963219752206,0.0933602719681705,0.0823790970344355,0.0698989009481177,0.074963219752206,0.074963219752206,0.553591357528682,0,0.608356422123105,0.608356422123105,0.226732089065557,0.0823790970344355,0.074963219752206,0.200063521369343,0.0823790970344355,0.0933602719681705,0,0.200063521369343,0.0823790970344355,0.074963219752206,0.0933602719681705,0,0.074963219752206,0.109892388006257,0,0.0823790970344355,0.0823790970344355,0.074963219752206,0.169754473731143,0.074963219752206,0.201026210810522,0.135412554283458,0.200063521369343,0,0.0933602719681705,0,0.0698989009481177,0.182053533683929,0.0823790970344355,0.516192175223271,0.0933602719681705,0.074963219752206,0.689450638178939,0.109892388006257,0.0664140661903645,0.0933602719681705,0,0.0698989009481177,0,0.689450638178939,0.074963219752206,0.182053533683929,0.0698989009481177,0,0
0.274166873716867,0.132409048462471,0,0.0714299464323527,0.109892388006257,1,0.0613432731147329,0.0714299464323527,0.319248127932352,0.0545213728963117,0.0656073668246963,0.222834702756658,0,0.274166873716867,0,0.657472144425863,0.0545213728963117,0.0498579928542293,0.0545213728963117,0.0714299464323527,0.243677156414128,0.274166873716867,0.147105639620399,0.243677156414128,0,0.0613432731147329,0.0613432731147329,0.274166873716867,0.319248127932352,0.319248127932352,0,0.243677156414128,0.222834702756658,0.319248127932352,0.243677156414128,0.0714299464323527,0.0613432731147329,0.222834702756658,0.243677156414128,0.243677156414128,0.0545213728963117,0,0.0613432731147329,0.0613432731147329,0.0714299464323527,0.274166873716867,0.243677156414128,0.0613432731147329,0.274166873716867,0.319248127932352,0,0.0613432731147329,0.274166873716867,0.243677156414128,0.0714299464323527,0,0.402631596345066,0.639392737369731,0,0.0613432731147329,0.274166873716867,0.243677156414128,0.0498579928542293,0.243677156414128,0.0636346770560017,0.109892388006257,0.0613432731147329,0,0.319248127932352,0,0.222834702756658,0.0545213728963117,0.453010235567401,0.0498579928542293,0.319248127932352,0.243677156414128,0.0714299464323527,0.0865818037575277,0.208482801319646,0.0714299464323527,0,0.222834702756658,0,0.0714299464323527,0.243677156414128,0.0545213728963117,0.222834702756658,0,0
0.0384622300306098,0.0322586368373393,0,0.115648378688694,0.608356422123105,0.0613432731147329,1,0.0476199206365212,0.0476199206365212,0.144176356477088,0.114242844100718,0.0280132767810044,0,0.0384622300306098,0,0.115768709113422,0.078342403747824,0.323546929785103,0.078342403747824,0.833333027777218,0.0322586368373393,0.0384622300306098,0.517415250935496,0.0322586368373393,0,0.093408272931481,0.093408272931481,0.0384622300306098,0.0476199206365212,0.0476199206365212,0,0.0322586368373393,0.0280132767810044,0.0476199206365212,0.0322586368373393,0.0476199206365212,0.0384622300306098,0.0280132767810044,0.0322586368373393,0.0322586368373393,0.372579865945962,0,0.673076438978573,0.444229946263574,0.115648378688694,0.0384622300306098,0.0322586368373393,0.093408272931481,0.0384622300306098,0.0476199206365212,0,0.093408272931481,0.0384622300306098,0.0322586368373393,0.0476199206365212,0,0.0322586368373393,0.0613432731147329,0,0.0384622300306098,0.0384622300306098,0.0322586368373393,0.0680322436110106,0.0322586368373393,0.103565692421286,0.0823790970344355,0.093408272931481,0,0.0476199206365212,0,0.0280132767810044,0.078342403747824,0.0384622300306098,0.323546929785103,0.0476199206365212,0.0322586368373393,0.351665478053376,0.0613432731147329,0.0250877674831517,0.0476199206365212,0,0.0280132767810044,0,0.549999174998487,0.0322586368373393,0.078342403747824,0.0280132767810044,0,0
0.0476199206365212,0.041172338956928,0,0.0571439257166366,0.0933602719681705,0.0714299464323527,0.0476199206365212,1,0.0571439257166366,0.041172338956928,0.0545144690325174,0.0367619429090039,0,0.0476199206365212,0,0.128249502550101,0.041172338956928,0.0367619429090039,0.041172338956928,0.0571439257166366,0.041172338956928,0.0476199206365212,0.128249502550101,0.041172338956928,0,0.0476199206365212,0.0476199206365212,0.0476199206365212,0.0571439257166366,0.0571439257166366,0,0.041172338956928,0.0367619429090039,0.0571439257166366,0.041172338956928,0.0571439257166366,0.0476199206365212,0.0367619429090039,0.041172338956928,0.041172338956928,0.041172338956928,0,0.0476199206365212,0.0476199206365212,0.0571439257166366,0.0476199206365212,0.041172338956928,0.0476199206365212,0.0476199206365212,0.0571439257166366,0,0.0476199206365212,0.0476199206365212,0.041172338956928,0.0571439257166366,0,0.041172338956928,0.0714299464323527,0,0.833333027777218,0.0476199206365212,0.041172338956928,0.0367619429090039,0.041172338956928,0.0510669457973912,0.0933602719681705,0.0476199206365212,0,0.0571439257166366,0,0.0367619429090039,0.041172338956928,0.0476199206365212,0.0367619429090039,0.0571439257166366,0.041172338956928,0.0571439257166366,0.0714299464323527,0.0337236205744276,0.0571439257166366,0,0.0367619429090039,0,0.0571439257166366,0.041172338956928,0.041172338956928,0.0367619429090039,0,0
0.351665478053376,0.0999899660382537,0,0.0571439257166366,0.0933602719681705,0.319248127932352,0.0476199206365212,0.0571439257166366,1,0.041172338956928,0.0545144690325174,0.271481053610807,0,0.351665478053376,0,0.573196756295348,0.041172338956928,0.0367619429090039,0.041172338956928,0.0571439257166366,0.304051121218363,0.351665478053376,0.128249502550101,0.304051121218363,0,0.0476199206365212,0.0476199206365212,0.351665478053376,0.421998728397202,0.421998728397202,0,0.304051121218363,0.271481053610807,0.421998728397202,0.304051121218363,0.0571439257166366,0.0476199206365212,0.271481053610807,0.304051121218363,0.304051121218363,0.041172338956928,0,0.0476199206365212,0.0476199206365212,0.0571439257166366,0.833333027777218,0.304051121218363,0.0476199206365212,0.351665478053376,0.421998728397202,0,0.0476199206365212,0.351665478053376,0.304051121218363,0.0571439257166366,0,0.184015147583005,0.319248127932352,0,0.0476199206365212,0.351665478053376,0.304051121218363,0.0367619429090039,0.304051121218363,0.0510669457973912,0.0933602719681705,0.0476199206365212,0,0.421998728397202,0,0.271481053610807,0.041172338956928,0.212831890191799,0.0367619429090039,0.421998728397202,0.304051121218363,0.0571439257166366,0.0714299464323527,0.249043530364504,0.0571439257166366,0,0.271481053610807,0,0.0571439257166366,0.304051121218363,0.041172338956928,0.271481053610807,0,0
0.0322586368373393,0.0262176875118606,0,0.0999899660382537,0.335039696443533,0.0545213728963117,0.144176356477088,0.041172338956928,0.041172338956928,1,0.101868774864881,0.0220824020542819,0,0.0322586368373393,0,0.107359912685637,0.0636715268145186,0.0986948173446475,0.0636715268145186,0.184015147583005,0.0262176875118606,0.0322586368373393,0.479833079146011,0.0262176875118606,0,0.078342403747824,0.078342403747824,0.0322586368373393,0.041172338956928,0.041172338956928,0,0.0262176875118606,0.0220824020542819,0.041172338956928,0.0262176875118606,0.041172338956928,0.0322586368373393,0.0220824020542819,0.0262176875118606,0.0262176875118606,0.117177011532601,0,0.144176356477088,0.144176356477088,0.0999899660382537,0.0322586368373393,0.0262176875118606,0.078342403747824,0.0322586368373393,0.041172338956928,0,0.078342403747824,0.0322586368373393,0.0262176875118606,0.041172338956928,0,0.0262176875118606,0.0545213728963117,0,0.0322586368373393,0.0322586368373393,0.0262176875118606,0.053628690703256,0.0262176875118606,0.0896700849690106,0.074963219752206,0.078342403747824,0,0.041172338956928,0,0.0220824020542819,0.0636715268145186,0.0322586368373393,0.0986948173446475,0.041172338956928,0.0262176875118606,0.184015147583005,0.0545213728963117,0.0192321645820291,0.041172338956928,0,0.0220824020542819,0,0.184015147583005,0.0262176875118606,0.0636715268145186,0.0220824020542819,0,0
